actual_purchase,VisitorType,segment,uplift_score,uplift_x,p_buy_no_disc,p_buy_with_disc,revenue_proxy,optimal_discount,expected_profit,optimal_discount_pct
0,Returning_Visitor,Lost Cause,0.035451996461397746,0.029268856825608976,0.004651162790697674,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.030831801926891028,0.018294956586040776,0.00927135732520439,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.044042553191489364,0.034905743393600086,0.0,0.044042553191489364,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.029391390400791688,0.025489294404269617,0.004651162790697674,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.010099646589301237,0.008227540225235395,0.010099646589301237,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.05060957326885479,0.017070480168230626,0.010099646589301237,0.06070921985815603,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.03230239016218515,0.021822143236383255,0.007800769089910273,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.025413494837482245,0.048046786083872146,0.008629058354007119,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.030831801926891028,0.017882082682478803,0.00927135732520439,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.0363902949053383,0.015060826277260308,0.04245090096594436,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.018432979922634568,0.014163303086437639,0.018432979922634568,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.004271357325204391,0.02242174246866184,0.017604690658537724,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.02472362823867163,0.011321695734646057,0.04411756763261102,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.026199970213896705,0.0044704513694635625,0.026199970213896705,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.030831801926891028,0.01972579709268272,0.00927135732520439,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.04983784493360417,0.01955591426792977,0.006121751025991792,0.055959595959595966,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.05010315925209542,0.03281958479760484,0.0,0.05010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.020121644780653668,0.021238542587597584,0.03522031059102163,0.0553419553716753,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.030831801926891028,0.018294956586040776,0.00927135732520439,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.007402415472785959,0.02453998574740782,0.055324857254486756,0.06272727272727271,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.08284258297759266,0.034823527818152275,0.027866636880563372,0.11070921985815603,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.029391390400791688,0.027107858867056554,0.004651162790697674,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0025490990340556463,0.012005305478367822,0.04411756763261102,0.04666666666666667,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.023064811635628894,0.019601963742346636,0.017038347616466526,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.035451996461397746,0.029354940638074853,0.004651162790697674,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.07099842766265922,0.022131619349273202,0.005062178397946824,0.07606060606060605,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.037190848911272466,0.022897791591160746,0.031296148724661334,0.0684869976359338,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.042015503875968994,0.013446999649772869,0.004651162790697674,0.04666666666666667,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.026199970213896705,0.0037971324750239854,0.026199970213896705,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.34322522522522525,0.04593200738040049,0.36106048906048904,0.7042857142857143,46.95780819701059,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0350409808541486,0.025423034631580247,0.005062178397946824,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.006733841488376954,0.016264112568601906,0.01528337362342197,0.022017215111798924,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0065273025133760244,0.017444832359587208,0.026199970213896705,0.03272727272727273,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.004061976008128942,0.01684619129040464,0.00927135732520439,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.005099646589301236,0.018640600404193866,0.018432979922634568,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0072115823073415405,0.013582716619468306,0.006121751025991792,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.006950040290088638,0.007230540882188997,0.006950040290088638,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.0036564245207447096,0.01992778896646262,0.023050363914684104,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.006121751025991792,0.0124712803039408,0.006121751025991792,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.0363902949053383,0.010142779595729703,0.04245090096594436,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.011098907285494262,0.04364052579071317,0.025567759381172405,0.03666666666666667,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.018432979922634568,0.013442540552550144,0.018432979922634568,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.040739430161311256,0.03828836293524373,0.027038347616466528,0.06777777777777778,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.030003512662794184,0.01632231190392908,0.010099646589301237,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.014900353410698765,0.011046585381804445,0.018432979922634568,0.03333333333333333,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.039819806749436255,0.02066769352318725,0.04588041281004231,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.00927135732520439,0.013875644608542993,0.00927135732520439,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.004651162790697674,0.01403105108249052,0.004651162790697674,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.010473677194100754,0.029261573136520117,0.029629482057994667,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.03230239016218515,0.026538013040547294,0.007800769089910273,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0314741008980883,0.022538553677824237,0.008629058354007119,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.011687943891806267,0.009566083988717871,0.0250212772251396,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.020139364153290644,0.0189362066039553,0.026199970213896705,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.022498468593557697,0.012728637209643224,0.017604690658537724,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.004533303547230038,0.01583035237343238,0.01786663688056337,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.03230239016218515,0.020391302729741316,0.007800769089910273,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.029391390400791688,0.026538013040547294,0.004651162790697674,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Persuadable,0.22046897261383658,0.0709886843846811,0.5035842985842987,0.7240532711981352,29.67613344832644,0.05,12.542046329618701,5
0,Returning_Visitor,Lost Cause,-0.006121751025991792,0.01113678782954583,0.006121751025991792,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.00927135732520439,0.007571008810796331,0.00927135732520439,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.02360970509466171,0.01125195094265876,0.04245090096594436,0.06606060606060607,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.004651162790697674,0.01596563968100657,0.004651162790697674,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.1611936384205932,0.02523724256906827,0.32614525224392993,0.48733889066452313,39.06086178279034,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.006577807563881072,0.035634297192372454,0.027866636880563372,0.034444444444444444,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.04010315925209542,0.03237039430863198,0.0,0.04010315925209542,20.0,0.0,0.0,0
1,Returning_Visitor,Persuadable,0.19556132946718674,0.08400650538756825,0.5779307340248767,0.7734920634920635,31.40215546291207,0.05,14.154463827753657,5
0,Returning_Visitor,Lost Cause,-0.06816747869175054,-0.01494406315303105,0.09150081202508387,0.023333333333333334,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.04010315925209542,0.03380359048977078,0.0,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.05029197065740776,0.025773720109109256,0.056352576718013817,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.029391390400791688,0.026538013040547294,0.004651162790697674,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.03230239016218515,0.015403965446795134,0.007800769089910273,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.006121751025991792,0.012407113891841006,0.006121751025991792,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.030831801926891028,0.019052478198243142,0.00927135732520439,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.023056961572004965,0.014046697891039833,0.04245090096594436,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.026199970213896705,0.01298355489045244,0.026199970213896705,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.032643119384801286,0.017883890584843274,0.046708702074139165,0.01406558268933788,20.0,0.0,0.0,0
1,Returning_Visitor,Lost Cause,0.16333365955720136,-0.02291704337026129,0.17305271993143845,0.3363863794886398,25.69182013703156,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.05667017932946085,0.01749270741969342,0.010099646589301237,0.06676982591876209,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0314741008980883,0.020694839267620314,0.008629058354007119,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.035451996461397746,0.025556363022878212,0.004651162790697674,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.027910842850543766,0.005277775387690652,0.060638115577816495,0.03272727272727273,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.023056961572004965,0.009821110436016817,0.04245090096594436,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.05291084285054378,0.012984050614334849,0.05897144891114984,0.006060606060606061,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.006121751025991792,0.024186969608730447,0.006121751025991792,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0314741008980883,0.023284823686938638,0.008629058354007119,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.035451996461397746,0.02622968191731779,0.004651162790697674,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.029391390400791688,0.01800398987609889,0.004651162790697674,0.03404255319148936,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.021670179329460852,0.01121082189160839,0.018432979922634568,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.012866636880563373,0.017618729597239112,0.026199970213896705,0.013333333333333332,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.05478198335280061,0.04184550983604073,0.027038347616466528,0.08182033096926714,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.015326876811833416,0.00034780108932924193,0.04245090096594436,0.057777777777777775,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.0314741008980883,0.02136815816205989,0.008629058354007119,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.030831801926891028,0.017037586258883547,0.00927135732520439,0.04010315925209542,20.0,0.0,0.0,0
0,New_Visitor,Lost Cause,-0.013056961572004963,0.014593714141194536,0.04245090096594436,0.029393939393939396,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.0068060308199573115,0.018832722787333302,0.026199970213896705,0.019393939393939394,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,0.030831801926891028,0.016364267364443973,0.00927135732520439,0.04010315925209542,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.004651162790697674,0.021724269361533582,0.004651162790697674,0.0,20.0,0.0,0.0,0
0,Returning_Visitor,Lost Cause,-0.0068060308199573115,0.011053361392738045,0.026199970213896705,0.019393939393939394,20.0,0.0,0.0,0
